Filename,Model 1 Prediction,Model 1 Confidence,Model 2 Prediction,Model 2 Confidence,Final Prediction
test_img_500_962.png,Normal,0.993377268,Lung Opacity,0.958958566,Normal (Confidence: 0.99)
test_img_500_963.png,Normal,0.999996543,Lung Opacity,0.900984228,Normal (Confidence: 1.00)
test_img_500_964.png,Normal,0.999305248,Lung Opacity,0.951981306,Normal (Confidence: 1.00)
test_img_500_965.png,Normal,0.999982953,Lung Opacity,0.88348192,Normal (Confidence: 1.00)
test_img_500_9652.png,Normal,0.999959469,Normal,0.95682162,Normal (Confidence: 1.00)
test_img_500_9653.png,Normal,0.999999642,Normal,0.968852401,Normal (Confidence: 1.00)
test_img_500_9654.png,Normal,0.994894743,Normal,0.943843901,Normal (Confidence: 0.99)
test_img_500_9655.png,Normal,0.999734938,Normal,0.804894328,Normal (Confidence: 1.00)
test_img_500_9656.png,Normal,0.994955719,Normal,0.953889906,Normal (Confidence: 0.99)
test_img_500_9657.png,Normal,0.999827385,Normal,0.966463983,Normal (Confidence: 1.00)
test_img_500_9658.png,Normal,0.999247789,Normal,0.933435261,Normal (Confidence: 1.00)
test_img_500_9659.png,Normal,0.999997139,Normal,0.909006476,Normal (Confidence: 1.00)
test_img_500_9660.png,Normal,0.999985456,Normal,0.727734149,Normal (Confidence: 1.00)
test_img_500_9661.png,Normal,0.999977231,Normal,0.970778883,Normal (Confidence: 1.00)
test_img_500_9662.png,Normal,0.999635339,Normal,0.977136672,Normal (Confidence: 1.00)
test_img_500_9663.png,Normal,0.998456359,Normal,0.982050419,Normal (Confidence: 1.00)
test_img_500_9664.png,Normal,0.999838591,Normal,0.801559567,Normal (Confidence: 1.00)
test_img_500_9665.png,Normal,0.999875307,Lung Opacity,0.925441265,Normal (Confidence: 1.00)
test_img_500_9666.png,Normal,0.999997735,Normal,0.735155225,Normal (Confidence: 1.00)
test_img_500_9667.png,Normal,0.999992847,Normal,0.8177706,Normal (Confidence: 1.00)
test_img_500_9668.png,Normal,0.997005761,Normal,0.94597894,Normal (Confidence: 1.00)
test_img_500_9669.png,Pneumonia,0.511912942,Normal,0.710985124,Normal (Confidence: 0.71)
test_img_500_9670.png,Normal,0.999805748,Lung Opacity,0.871313453,Normal (Confidence: 1.00)
test_img_500_9671.png,Normal,0.999976873,Normal,0.989382148,Normal (Confidence: 1.00)
test_img_500_9672.png,Normal,0.999924898,Normal,0.975051165,Normal (Confidence: 1.00)
test_img_500_9673.png,Normal,0.998489857,Normal,0.91502583,Normal (Confidence: 1.00)
test_img_500_9674.png,Normal,0.853629589,Normal,0.569924593,Normal (Confidence: 0.85)
test_img_500_9675.png,Normal,0.999256909,Normal,0.951107681,Normal (Confidence: 1.00)
test_img_500_9676.png,Normal,0.867161095,Normal,0.654373586,Normal (Confidence: 0.87)
test_img_500_9677.png,Normal,0.999925733,Normal,0.946784377,Normal (Confidence: 1.00)
test_img_500_9678.png,Normal,0.999955297,Normal,0.924132526,Normal (Confidence: 1.00)
test_img_500_9679.png,Normal,0.999997973,Normal,0.990383089,Normal (Confidence: 1.00)
test_img_500_968.png,Normal,0.997605562,Normal,0.568231881,Normal (Confidence: 1.00)
test_img_500_9680.png,Normal,0.999997973,Normal,0.964020193,Normal (Confidence: 1.00)
test_img_500_9681.png,Normal,0.982567012,Normal,0.795399904,Normal (Confidence: 0.98)
test_img_500_9682.png,Normal,0.999961495,Normal,0.959753692,Normal (Confidence: 1.00)
test_img_500_9683.png,Normal,0.999992728,Lung Opacity,0.580309391,Normal (Confidence: 1.00)
test_img_500_9684.png,Normal,0.999974847,Normal,0.989272237,Normal (Confidence: 1.00)
test_img_500_9685.png,Normal,0.999965072,Normal,0.95682162,Normal (Confidence: 1.00)
test_img_500_9686.png,Normal,0.997996211,Normal,0.88034308,Normal (Confidence: 1.00)
test_img_500_9687.png,Normal,0.999999523,Normal,0.980884433,Normal (Confidence: 1.00)
test_img_500_9688.png,Normal,0.999593914,Normal,0.817427576,Normal (Confidence: 1.00)
test_img_500_9689.png,Normal,0.999986887,Normal,0.98754847,Normal (Confidence: 1.00)
test_img_500_969.png,Normal,0.993475616,Normal,0.958746731,Normal (Confidence: 0.99)
test_img_500_9690.png,Normal,0.977497876,Normal,0.799940646,Normal (Confidence: 0.98)
test_img_500_9691.png,Normal,0.999995708,Normal,0.985048592,Normal (Confidence: 1.00)
test_img_500_9692.png,Normal,0.999991179,Normal,0.943469703,Normal (Confidence: 1.00)
test_img_500_9693.png,Normal,0.999960899,Normal,0.924897969,Normal (Confidence: 1.00)
test_img_500_9694.png,Normal,0.998165786,Normal,0.792065144,Normal (Confidence: 1.00)
test_img_500_9695.png,Normal,0.999977946,Normal,0.976213455,Normal (Confidence: 1.00)
test_img_500_9696.png,Normal,0.999155283,Normal,0.973957896,Normal (Confidence: 1.00)
test_img_500_9697.png,Normal,0.99998951,Normal,0.994616687,Normal (Confidence: 1.00)
test_img_500_9698.png,Normal,0.989407718,Normal,0.795399904,Normal (Confidence: 0.99)
test_img_500_9699.png,Normal,0.995299041,Normal,0.750397384,Normal (Confidence: 1.00)
test_img_500_97.png,Normal,0.962938488,Normal,0.620384574,Normal (Confidence: 0.96)
test_img_500_9700.png,Normal,0.99997735,Normal,0.987677276,Normal (Confidence: 1.00)
test_img_500_9701.png,Normal,0.999996543,Normal,0.652971566,Normal (Confidence: 1.00)
test_img_500_9702.png,Normal,0.999750912,Normal,0.977191865,Normal (Confidence: 1.00)
test_img_500_9703.png,Normal,0.999645233,Normal,0.989870846,Normal (Confidence: 1.00)
test_img_500_9704.png,Normal,0.99998641,Normal,0.980574191,Normal (Confidence: 1.00)
test_img_500_9705.png,Normal,0.999997377,Normal,0.961962104,Normal (Confidence: 1.00)
test_img_500_9706.png,Normal,0.999985576,Normal,0.947344303,Normal (Confidence: 1.00)
test_img_500_9707.png,Normal,0.99797672,Normal,0.701158166,Normal (Confidence: 1.00)
test_img_500_9708.png,Normal,0.999992132,Normal,0.98754847,Normal (Confidence: 1.00)
test_img_500_9709.png,Normal,0.999765575,Normal,0.717368484,Normal (Confidence: 1.00)
test_img_500_9710.png,Normal,0.999999881,Normal,0.949327707,Normal (Confidence: 1.00)
test_img_500_9711.png,Normal,0.999926329,Normal,0.523569822,Normal (Confidence: 1.00)
test_img_500_9712.png,Normal,0.999999285,Normal,0.981043398,Normal (Confidence: 1.00)
test_img_500_9713.png,Normal,0.999119341,Normal,0.934173584,Normal (Confidence: 1.00)
test_img_500_9714.png,Normal,0.99998486,Normal,0.990729034,Normal (Confidence: 1.00)
test_img_500_9715.png,Normal,0.845165372,Normal,0.898242831,Normal (Confidence: 0.90)
test_img_500_9716.png,Normal,0.998097599,Normal,0.893427014,Normal (Confidence: 1.00)
test_img_500_9717.png,Normal,0.949843585,Lung Opacity,0.588400066,Normal (Confidence: 0.95)
test_img_500_9718.png,Normal,0.999989271,Normal,0.988185763,Normal (Confidence: 1.00)
test_img_500_9719.png,Normal,0.996348083,Normal,0.97961539,Normal (Confidence: 1.00)
test_img_500_972.png,Normal,0.995687425,Normal,0.61320734,Normal (Confidence: 1.00)
test_img_500_9720.png,Normal,0.999956608,Normal,0.916462958,Normal (Confidence: 1.00)
test_img_500_9721.png,Normal,0.999964476,Normal,0.944730937,Normal (Confidence: 1.00)
test_img_500_9722.png,Normal,0.999436915,Normal,0.77005285,Normal (Confidence: 1.00)
test_img_500_9723.png,Normal,0.999756515,Normal,0.989739358,Normal (Confidence: 1.00)
test_img_500_9724.png,Normal,0.999677777,Normal,0.888935804,Normal (Confidence: 1.00)
test_img_500_9725.png,Normal,0.999991059,Normal,0.958809495,Normal (Confidence: 1.00)
test_img_500_9726.png,Normal,0.999999642,Normal,0.989281118,Normal (Confidence: 1.00)
test_img_500_9727.png,Normal,0.999455035,Normal,0.926424205,Normal (Confidence: 1.00)
test_img_500_9728.png,Normal,0.999995589,Normal,0.941681266,Normal (Confidence: 1.00)
test_img_500_9729.png,Normal,0.967736363,Normal,0.89510709,Normal (Confidence: 0.97)
test_img_500_9730.png,Normal,0.983030021,Normal,0.927099526,Normal (Confidence: 0.98)
test_img_500_9731.png,Normal,0.989983439,Normal,0.600747228,Normal (Confidence: 0.99)
test_img_500_9732.png,Normal,0.984576762,Normal,0.548383117,Normal (Confidence: 0.98)
test_img_500_9733.png,Normal,0.999984741,Normal,0.95682162,Normal (Confidence: 1.00)
test_img_500_9734.png,Normal,0.999888062,Normal,0.935209334,Normal (Confidence: 1.00)
test_img_500_9735.png,Normal,0.939424098,Normal,0.579650581,Normal (Confidence: 0.94)
test_img_500_9736.png,Normal,0.999761641,Lung Opacity,0.791092813,Normal (Confidence: 1.00)
test_img_500_9737.png,Normal,0.996928394,Normal,0.578874111,Normal (Confidence: 1.00)
test_img_500_9738.png,Normal,0.999999881,Normal,0.993585646,Normal (Confidence: 1.00)
test_img_500_9739.png,Normal,0.99999547,Normal,0.737709224,Normal (Confidence: 1.00)
test_img_500_974.png,Normal,0.995200396,Lung Opacity,0.993346214,Normal (Confidence: 1.00)
test_img_500_9740.png,Normal,0.999945998,Normal,0.951084912,Normal (Confidence: 1.00)
test_img_500_9742.png,Normal,0.998411894,Normal,0.954967916,Normal (Confidence: 1.00)
test_img_500_9743.png,Normal,0.999984384,Normal,0.943793237,Normal (Confidence: 1.00)
test_img_500_9744.png,Normal,0.993517399,Normal,0.762805104,Normal (Confidence: 0.99)
test_img_500_9745.png,Normal,0.999999762,Normal,0.985319376,Normal (Confidence: 1.00)
test_img_500_9746.png,Normal,0.999997258,Normal,0.936682701,Normal (Confidence: 1.00)
test_img_500_9747.png,Normal,0.999933243,Normal,0.9569695,Normal (Confidence: 1.00)
test_img_500_9748.png,Normal,0.999984264,Normal,0.870450854,Normal (Confidence: 1.00)
test_img_500_9749.png,Normal,0.999884963,Normal,0.891193092,Normal (Confidence: 1.00)
test_img_500_975.png,Normal,0.998215079,Normal,0.741574526,Normal (Confidence: 1.00)
test_img_500_9750.png,Normal,0.999998212,Normal,0.916564763,Normal (Confidence: 1.00)
test_img_500_9751.png,Normal,0.999997735,Normal,0.993351161,Normal (Confidence: 1.00)
test_img_500_9752.png,Normal,0.961116552,Normal,0.877138317,Normal (Confidence: 0.96)
test_img_500_9753.png,Normal,0.999983788,Normal,0.937796772,Normal (Confidence: 1.00)
test_img_500_9754.png,Normal,0.998633683,Normal,0.538783073,Normal (Confidence: 1.00)
test_img_500_9755.png,Normal,0.999982595,Normal,0.935438037,Normal (Confidence: 1.00)
test_img_500_9756.png,Normal,0.999986768,Normal,0.90571177,Normal (Confidence: 1.00)
test_img_500_9757.png,Normal,0.999959588,Normal,0.978589833,Normal (Confidence: 1.00)
test_img_500_9758.png,Normal,0.999960899,Normal,0.981090903,Normal (Confidence: 1.00)
test_img_500_9759.png,Normal,0.993643284,Normal,0.747448325,Normal (Confidence: 0.99)
test_img_500_976.png,Normal,0.981797338,Normal,0.584251583,Normal (Confidence: 0.98)
test_img_500_9760.png,Normal,0.999992847,Lung Opacity,0.690389633,Normal (Confidence: 1.00)
test_img_500_9761.png,Normal,0.999994159,Normal,0.955889583,Normal (Confidence: 1.00)
test_img_500_9762.png,Normal,0.984394372,Normal,0.792857111,Normal (Confidence: 0.98)
test_img_500_9763.png,Normal,0.992880583,Normal,0.856374264,Normal (Confidence: 0.99)
test_img_500_9764.png,Normal,0.992671728,Lung Opacity,0.988391817,Normal (Confidence: 0.99)
test_img_500_9765.png,Normal,0.947841406,Normal,0.735615492,Normal (Confidence: 0.95)
test_img_500_9767.png,Normal,0.994087934,Lung Opacity,0.918627799,Normal (Confidence: 0.99)
test_img_500_9768.png,Normal,0.990113497,Normal,0.862583041,Normal (Confidence: 0.99)
test_img_500_977.png,Normal,0.992224336,Lung Opacity,0.73032552,Normal (Confidence: 0.99)
test_img_500_9770.png,Normal,0.996377409,Lung Opacity,0.910703957,Normal (Confidence: 1.00)
test_img_500_9773.png,Normal,0.999888182,Normal,0.539988577,Normal (Confidence: 1.00)
test_img_500_9777.png,Normal,0.994518578,Lung Opacity,0.990128815,Normal (Confidence: 0.99)
test_img_500_9778.png,Normal,0.95089519,Lung Opacity,0.82906574,Normal (Confidence: 0.95)
test_img_500_9779.png,Normal,0.984716535,Normal,0.642536342,Normal (Confidence: 0.98)
test_img_500_9780.png,Normal,0.999193847,Lung Opacity,0.750401676,Normal (Confidence: 1.00)
test_img_500_9781.png,Normal,0.996822238,Lung Opacity,0.746726573,Normal (Confidence: 1.00)
test_img_500_9783.png,Normal,0.999460995,Normal,0.625770748,Normal (Confidence: 1.00)
test_img_500_9788.png,Normal,0.999912262,Normal,0.865307927,Normal (Confidence: 1.00)
test_img_500_979.png,Normal,0.999277294,Normal,0.829562545,Normal (Confidence: 1.00)
test_img_500_9790.png,Normal,0.999703228,Normal,0.690378606,Normal (Confidence: 1.00)
test_img_500_9791.png,Normal,0.908012569,Lung Opacity,0.736516058,Normal (Confidence: 0.91)
test_img_500_9792.png,Normal,0.914435685,Lung Opacity,0.830553412,Normal (Confidence: 0.91)
test_img_500_9793.png,Normal,0.953683972,Lung Opacity,0.861078262,Normal (Confidence: 0.95)
test_img_500_9796.png,Normal,0.955281973,Lung Opacity,0.94021219,Normal (Confidence: 0.96)
test_img_500_98.png,Normal,0.999937415,Normal,0.755654812,Normal (Confidence: 1.00)
test_img_500_980.png,Normal,0.999926686,Lung Opacity,0.767733097,Normal (Confidence: 1.00)
test_img_500_9800.png,Normal,0.965564609,Normal,0.834956527,Normal (Confidence: 0.97)
test_img_500_9801.png,Normal,0.995083869,Lung Opacity,0.666137159,Normal (Confidence: 1.00)
test_img_500_9802.png,Normal,0.999049842,Lung Opacity,0.679439127,Normal (Confidence: 1.00)
test_img_500_9804.png,Normal,0.993375599,Normal,0.632671535,Normal (Confidence: 0.99)
test_img_500_9805.png,Normal,0.962576985,Lung Opacity,0.957309902,Normal (Confidence: 0.96)
test_img_500_9806.png,Normal,0.860618174,Lung Opacity,0.614918709,Normal (Confidence: 0.86)
test_img_500_9807.png,Normal,0.992770135,Lung Opacity,0.979413807,Normal (Confidence: 0.99)
test_img_500_9810.png,Normal,0.991419792,Lung Opacity,0.991231978,Normal (Confidence: 0.99)
test_img_500_9811.png,Normal,0.999948978,Normal,0.735818923,Normal (Confidence: 1.00)
test_img_500_9813.png,Normal,0.65778774,Normal,0.834956527,Normal (Confidence: 0.83)
test_img_500_9815.png,Normal,0.997020423,Lung Opacity,0.609302998,Normal (Confidence: 1.00)
test_img_500_9816.png,Normal,0.687057912,Lung Opacity,0.670967638,Normal (Confidence: 0.69)
test_img_500_9817.png,Normal,0.948293149,Lung Opacity,0.763167739,Normal (Confidence: 0.95)
test_img_500_9818.png,Normal,0.949385107,Lung Opacity,0.709435225,Normal (Confidence: 0.95)
test_img_500_9819.png,Normal,0.993809402,Normal,0.536820889,Normal (Confidence: 0.99)
test_img_500_9821.png,Normal,0.621117771,Normal,0.735222936,Normal (Confidence: 0.74)
test_img_500_9822.png,Normal,0.999969602,Normal,0.805015981,Normal (Confidence: 1.00)
test_img_500_9823.png,Normal,0.993438065,Normal,0.896933556,Normal (Confidence: 0.99)
test_img_500_9826.png,Normal,0.999625206,Lung Opacity,0.629986465,Normal (Confidence: 1.00)
test_img_500_9827.png,Normal,0.999685049,Normal,0.740155041,Normal (Confidence: 1.00)
test_img_500_9828.png,Normal,0.866306424,Normal,0.55000627,Normal (Confidence: 0.87)
test_img_500_9829.png,Normal,0.960064411,Lung Opacity,0.9291659,Normal (Confidence: 0.96)
test_img_500_983.png,Normal,0.977612436,Lung Opacity,0.92178452,Normal (Confidence: 0.98)
test_img_500_9832.png,Normal,0.999333084,Lung Opacity,0.77436924,Normal (Confidence: 1.00)
test_img_500_9835.png,Normal,0.998540401,Normal,0.745955229,Normal (Confidence: 1.00)
test_img_500_9839.png,Normal,0.993789136,Lung Opacity,0.991263628,Normal (Confidence: 0.99)
test_img_500_9840.png,Normal,0.939783156,Lung Opacity,0.656092107,Normal (Confidence: 0.94)
test_img_500_9841.png,Normal,0.981616735,Lung Opacity,0.867947161,Normal (Confidence: 0.98)
test_img_500_9842.png,Normal,0.999919295,Lung Opacity,0.642742097,Normal (Confidence: 1.00)
test_img_500_9843.png,Normal,0.999306321,Normal,0.949071348,Normal (Confidence: 1.00)
test_img_500_9846.png,Normal,0.984979093,Normal,0.726308048,Normal (Confidence: 0.98)
test_img_500_9847.png,Normal,0.98251605,Lung Opacity,0.52710557,Normal (Confidence: 0.98)
test_img_500_9848.png,Normal,0.974600971,Normal,0.658315301,Normal (Confidence: 0.97)
test_img_500_9849.png,Normal,0.99825722,Normal,0.843978703,Normal (Confidence: 1.00)
test_img_500_985.png,Normal,0.988907516,Lung Opacity,0.940785706,Normal (Confidence: 0.99)
test_img_500_9850.png,Normal,0.999994636,Normal,0.631073356,Normal (Confidence: 1.00)
test_img_500_9851.png,Normal,0.954579413,Lung Opacity,0.714087188,Normal (Confidence: 0.95)
test_img_500_9852.png,Normal,0.999909759,Normal,0.912378252,Normal (Confidence: 1.00)
test_img_500_9856.png,Normal,0.896543026,Normal,0.710985124,Normal (Confidence: 0.90)
test_img_500_9857.png,Normal,0.930472851,Normal,0.524711847,Normal (Confidence: 0.93)
test_img_500_9858.png,Normal,0.97438556,Lung Opacity,0.966281414,Normal (Confidence: 0.97)
test_img_500_9859.png,Normal,0.977797508,Lung Opacity,0.555748045,Normal (Confidence: 0.98)
test_img_500_9860.png,Normal,0.999925494,Normal,0.89116168,Normal (Confidence: 1.00)
test_img_500_9861.png,Normal,0.99995029,Lung Opacity,0.770419776,Normal (Confidence: 1.00)
test_img_500_9862.png,Normal,0.986908197,Lung Opacity,0.959009409,Normal (Confidence: 0.99)
test_img_500_9863.png,Normal,0.984277904,Normal,0.80139786,Normal (Confidence: 0.98)
test_img_500_9864.png,Normal,0.998317361,Lung Opacity,0.889508128,Normal (Confidence: 1.00)
test_img_500_9865.png,Normal,0.993682861,Lung Opacity,0.856013417,Normal (Confidence: 0.99)
test_img_500_9866.png,Normal,0.762718737,Lung Opacity,0.566405952,Normal (Confidence: 0.76)
test_img_500_9868.png,Normal,0.99941802,Normal,0.612520039,Normal (Confidence: 1.00)
test_img_500_9869.png,Normal,0.999998212,Lung Opacity,0.986371577,Normal (Confidence: 1.00)
test_img_500_987.png,Normal,0.998627067,Lung Opacity,0.882483065,Normal (Confidence: 1.00)
test_img_500_9871.png,Normal,0.880792141,Normal,0.692249358,Normal (Confidence: 0.88)
test_img_500_9872.png,Normal,0.999866843,Normal,0.956833184,Normal (Confidence: 1.00)
test_img_500_9874.png,Normal,0.984785736,Normal,0.561164677,Normal (Confidence: 0.98)
test_img_500_9877.png,Normal,0.982118607,Lung Opacity,0.920036852,Normal (Confidence: 0.98)
test_img_500_9878.png,Normal,0.993891478,Normal,0.538233042,Normal (Confidence: 0.99)
test_img_500_9879.png,Normal,0.980843842,Lung Opacity,0.579085469,Normal (Confidence: 0.98)
test_img_500_988.png,Normal,0.996178985,Lung Opacity,0.973130405,Normal (Confidence: 1.00)
test_img_500_9880.png,Normal,0.810634136,Lung Opacity,0.513211846,Normal (Confidence: 0.81)
test_img_500_9881.png,Normal,0.999727547,Lung Opacity,0.936983705,Normal (Confidence: 1.00)
test_img_500_9883.png,Normal,0.933200657,Lung Opacity,0.53669101,Normal (Confidence: 0.93)
test_img_500_9886.png,Normal,0.950941086,Normal,0.533645093,Normal (Confidence: 0.95)
test_img_500_9887.png,Normal,0.999992847,Normal,0.517426372,Normal (Confidence: 1.00)
test_img_500_9888.png,Normal,0.977128267,Lung Opacity,0.659464121,Normal (Confidence: 0.98)
test_img_500_9889.png,Normal,0.873735249,Lung Opacity,0.658301175,Normal (Confidence: 0.87)
test_img_500_9890.png,Normal,0.999230027,Lung Opacity,0.807887971,Normal (Confidence: 1.00)
test_img_500_9891.png,Normal,0.999902725,Lung Opacity,0.673180699,Normal (Confidence: 1.00)
test_img_500_9893.png,Normal,0.947847724,Lung Opacity,0.698132157,Normal (Confidence: 0.95)
test_img_500_9895.png,Normal,0.963578403,Lung Opacity,0.90209496,Normal (Confidence: 0.96)
test_img_500_9897.png,Normal,0.996101618,Lung Opacity,0.964535117,Normal (Confidence: 1.00)
test_img_500_9898.png,Normal,0.967638612,Lung Opacity,0.837037981,Normal (Confidence: 0.97)
test_img_500_9899.png,Normal,0.999376237,Lung Opacity,0.565903962,Normal (Confidence: 1.00)
test_img_500_990.png,Normal,0.94447279,Lung Opacity,0.900367498,Normal (Confidence: 0.94)
test_img_500_9900.png,Normal,0.942685008,Lung Opacity,0.921467721,Normal (Confidence: 0.94)
